sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation	argumentTypeId
		Cantharis fusca							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44397840	refute												https://www.inaturalist.org/observations/44397840		https://en.wiktionary.org/wiki/refute
		Misumena vatia							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44397844	refute												https://www.inaturalist.org/observations/44397844		https://en.wiktionary.org/wiki/refute
		Pammene fasciana							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44405335	refute												https://www.inaturalist.org/observations/44405335		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44406601	refute												https://www.inaturalist.org/observations/44406601		https://en.wiktionary.org/wiki/refute
		Larinioides cornutus							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44406612	refute												https://www.inaturalist.org/observations/44406612		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Salix				https://www.inaturalist.org/observations/44407084	refute												https://www.inaturalist.org/observations/44407084		https://en.wiktionary.org/wiki/refute
		Xanthostigma xanthostigma							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44408239	refute												https://www.inaturalist.org/observations/44408239		https://en.wiktionary.org/wiki/refute
		Grapholita compositella							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44408241	refute												https://www.inaturalist.org/observations/44408241		https://en.wiktionary.org/wiki/refute
		Phytoecia cylindrica							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/44499569	refute												https://www.inaturalist.org/observations/44499569		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Crataegus monogyna				https://www.inaturalist.org/observations/44516153	refute												https://www.inaturalist.org/observations/44516153		https://en.wiktionary.org/wiki/refute
		Misumena vatia							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/44522981	refute												https://www.inaturalist.org/observations/44522981		https://en.wiktionary.org/wiki/refute
		Chrysoperla carnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/44565295	refute												https://www.inaturalist.org/observations/44565295		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/44565993	refute												https://www.inaturalist.org/observations/44565993		https://en.wiktionary.org/wiki/refute
		Araniella							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/44574031	refute												https://www.inaturalist.org/observations/44574031		https://en.wiktionary.org/wiki/refute
		Vespula germanica							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/44574037	refute												https://www.inaturalist.org/observations/44574037		https://en.wiktionary.org/wiki/refute
		Coccinella hieroglyphica							http://purl.obolibrary.org/obo/RO_0002470	eats			Calluna vulgaris				https://www.inaturalist.org/observations/44590600	refute												https://www.inaturalist.org/observations/44590600		https://en.wiktionary.org/wiki/refute
		Myrrha octodecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus sylvestris				https://www.inaturalist.org/observations/44590603	refute												https://www.inaturalist.org/observations/44590603		https://en.wiktionary.org/wiki/refute
		Myrrha octodecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus nigra				https://www.inaturalist.org/observations/44590604	refute												https://www.inaturalist.org/observations/44590604		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/44593450	refute												https://www.inaturalist.org/observations/44593450		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/44630865	refute												https://www.inaturalist.org/observations/44630865		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/44630877	refute												https://www.inaturalist.org/observations/44630877		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Cytisus scoparius				https://www.inaturalist.org/observations/44795454	refute												https://www.inaturalist.org/observations/44795454		https://en.wiktionary.org/wiki/refute
		Phytoecia cylindrica							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/45312441	refute												https://www.inaturalist.org/observations/45312441		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/45379605	refute												https://www.inaturalist.org/observations/45379605		https://en.wiktionary.org/wiki/refute
		Merodon equestris							http://purl.obolibrary.org/obo/RO_0002470	eats			Taraxacum				https://www.inaturalist.org/observations/45473148	refute												https://www.inaturalist.org/observations/45473148		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/45473167	refute												https://www.inaturalist.org/observations/45473167		https://en.wiktionary.org/wiki/refute
		Stenurella nigra							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Myosotis				https://www.inaturalist.org/observations/45792166	refute												https://www.inaturalist.org/observations/45792166		https://en.wiktionary.org/wiki/refute
		Coccidula rufa							http://purl.obolibrary.org/obo/RO_0002470	eats			Carex				https://www.inaturalist.org/observations/45864914	refute												https://www.inaturalist.org/observations/45864914		https://en.wiktionary.org/wiki/refute
		Chrysotoxum cautum							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/45902078	refute												https://www.inaturalist.org/observations/45902078		https://en.wiktionary.org/wiki/refute
		Leucozona lucorum							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/45905961	refute												https://www.inaturalist.org/observations/45905961		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Viburnum opulus				https://www.inaturalist.org/observations/45905977	refute												https://www.inaturalist.org/observations/45905977		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Echium vulgare				https://www.inaturalist.org/observations/45907798	refute												https://www.inaturalist.org/observations/45907798		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/45954397	refute												https://www.inaturalist.org/observations/45954397		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Echium vulgare				https://www.inaturalist.org/observations/45954415	refute												https://www.inaturalist.org/observations/45954415		https://en.wiktionary.org/wiki/refute
		Gibbaranea gibbosa							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/45960425	refute												https://www.inaturalist.org/observations/45960425		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/45960435	refute												https://www.inaturalist.org/observations/45960435		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46017847	refute												https://www.inaturalist.org/observations/46017847		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46140332	refute												https://www.inaturalist.org/observations/46140332		https://en.wiktionary.org/wiki/refute
		Misumena vatia							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46140337	refute												https://www.inaturalist.org/observations/46140337		https://en.wiktionary.org/wiki/refute
		Anthrenus verbasci							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46140343	refute												https://www.inaturalist.org/observations/46140343		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46141933	refute												https://www.inaturalist.org/observations/46141933		https://en.wiktionary.org/wiki/refute
		Adela reaumurella							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46141944	refute												https://www.inaturalist.org/observations/46141944		https://en.wiktionary.org/wiki/refute
		Clytus arietis							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46141949	refute												https://www.inaturalist.org/observations/46141949		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/46147146	refute												https://www.inaturalist.org/observations/46147146		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Tilia				https://www.inaturalist.org/observations/46147158	refute												https://www.inaturalist.org/observations/46147158		https://en.wiktionary.org/wiki/refute
		Gibbaranea gibbosa							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46147182	refute												https://www.inaturalist.org/observations/46147182		https://en.wiktionary.org/wiki/refute
		Tetrops praeustus							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46150607	refute												https://www.inaturalist.org/observations/46150607		https://en.wiktionary.org/wiki/refute
		Cauchas fibulella							http://purl.obolibrary.org/obo/RO_0002470	eats			Veronica chamaedrys				https://www.inaturalist.org/observations/46196667	refute												https://www.inaturalist.org/observations/46196667		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Carpinus betulus				https://www.inaturalist.org/observations/46362190	refute												https://www.inaturalist.org/observations/46362190		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Carpinus betulus				https://www.inaturalist.org/observations/46362191	refute												https://www.inaturalist.org/observations/46362191		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Echium vulgare				https://www.inaturalist.org/observations/46362200	refute												https://www.inaturalist.org/observations/46362200		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46364384	refute												https://www.inaturalist.org/observations/46364384		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46364397	refute												https://www.inaturalist.org/observations/46364397		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Crataegus monogyna				https://www.inaturalist.org/observations/46364400	refute												https://www.inaturalist.org/observations/46364400		https://en.wiktionary.org/wiki/refute
		Oedemera virescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46364405	refute												https://www.inaturalist.org/observations/46364405		https://en.wiktionary.org/wiki/refute
		Robinia pseudoacacia							http://purl.obolibrary.org/obo/RO_0002470	eats			Robinia pseudoacacia				https://www.inaturalist.org/observations/46364414	refute												https://www.inaturalist.org/observations/46364414		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Robinia pseudoacacia				https://www.inaturalist.org/observations/46364427	refute												https://www.inaturalist.org/observations/46364427		https://en.wiktionary.org/wiki/refute
		Rhyzobius							http://purl.obolibrary.org/obo/RO_0002470	eats			Robinia pseudoacacia				https://www.inaturalist.org/observations/46370754	refute												https://www.inaturalist.org/observations/46370754		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus nigra				https://www.inaturalist.org/observations/46370756	refute												https://www.inaturalist.org/observations/46370756		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus nigra				https://www.inaturalist.org/observations/46370760	refute												https://www.inaturalist.org/observations/46370760		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/46370773	refute												https://www.inaturalist.org/observations/46370773		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/46370778	refute												https://www.inaturalist.org/observations/46370778		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/46370786	refute												https://www.inaturalist.org/observations/46370786		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/46370787	refute												https://www.inaturalist.org/observations/46370787		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus nigra				https://www.inaturalist.org/observations/46370824	refute												https://www.inaturalist.org/observations/46370824		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus nigra				https://www.inaturalist.org/observations/46370827	refute												https://www.inaturalist.org/observations/46370827		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus sylvestris				https://www.inaturalist.org/observations/46370839	refute												https://www.inaturalist.org/observations/46370839		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus sylvestris				https://www.inaturalist.org/observations/46370843	refute												https://www.inaturalist.org/observations/46370843		https://en.wiktionary.org/wiki/refute
		Phytoecia cylindrica							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/46387030	refute												https://www.inaturalist.org/observations/46387030		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46388418	refute												https://www.inaturalist.org/observations/46388418		https://en.wiktionary.org/wiki/refute
		Coccidula scutellata							http://purl.obolibrary.org/obo/RO_0002470	eats			Phragmites australis				https://www.inaturalist.org/observations/46388466	refute												https://www.inaturalist.org/observations/46388466		https://en.wiktionary.org/wiki/refute
		Mononychus punctumalbum							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46391230	refute												https://www.inaturalist.org/observations/46391230		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46391231	refute												https://www.inaturalist.org/observations/46391231		https://en.wiktionary.org/wiki/refute
		Scymnus auritus							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/46391874	refute												https://www.inaturalist.org/observations/46391874		https://en.wiktionary.org/wiki/refute
		Scymnus auritus							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/46392974	refute												https://www.inaturalist.org/observations/46392974		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Urtica dioica				https://www.inaturalist.org/observations/46393377	refute												https://www.inaturalist.org/observations/46393377		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46620482	refute												https://www.inaturalist.org/observations/46620482		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Crataegus monogyna				https://www.inaturalist.org/observations/46620485	refute												https://www.inaturalist.org/observations/46620485		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Malus				https://www.inaturalist.org/observations/46620492	refute												https://www.inaturalist.org/observations/46620492		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002470	eats			Chaerophyllum temulum				https://www.inaturalist.org/observations/46621976	refute												https://www.inaturalist.org/observations/46621976		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Crataegus monogyna				https://www.inaturalist.org/observations/46621979	refute												https://www.inaturalist.org/observations/46621979		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Reseda lutea				https://www.inaturalist.org/observations/46623074	refute												https://www.inaturalist.org/observations/46623074		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Reseda lutea				https://www.inaturalist.org/observations/46623080	refute												https://www.inaturalist.org/observations/46623080		https://en.wiktionary.org/wiki/refute
		Valgus hemipterus							http://purl.obolibrary.org/obo/RO_0002470	eats			Anthriscus sylvestris				https://www.inaturalist.org/observations/46627055	refute												https://www.inaturalist.org/observations/46627055		https://en.wiktionary.org/wiki/refute
		Pachytodes cerambyciformis							http://purl.obolibrary.org/obo/RO_0002470	eats			Rubus				https://www.inaturalist.org/observations/46864460	refute												https://www.inaturalist.org/observations/46864460		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Rosa				https://www.inaturalist.org/observations/46864533	refute												https://www.inaturalist.org/observations/46864533		https://en.wiktionary.org/wiki/refute
		Clytus arietis							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46867267	refute												https://www.inaturalist.org/observations/46867267		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46867275	refute												https://www.inaturalist.org/observations/46867275		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/46877303	refute												https://www.inaturalist.org/observations/46877303		https://en.wiktionary.org/wiki/refute
		Forficula auricularia							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/46877315	refute												https://www.inaturalist.org/observations/46877315		https://en.wiktionary.org/wiki/refute
		Hylaeus signatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Reseda lutea				https://www.inaturalist.org/observations/46877344	refute												https://www.inaturalist.org/observations/46877344		https://en.wiktionary.org/wiki/refute
		Anthidium punctatum							http://purl.obolibrary.org/obo/RO_0002470	eats			Lotus corniculatus				https://www.inaturalist.org/observations/46888546	refute												https://www.inaturalist.org/observations/46888546		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/46959561	refute												https://www.inaturalist.org/observations/46959561		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/47308663	refute												https://www.inaturalist.org/observations/47308663		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/47415272	refute												https://www.inaturalist.org/observations/47415272		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/47415294	refute												https://www.inaturalist.org/observations/47415294		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Quercus robur				https://www.inaturalist.org/observations/47417029	refute												https://www.inaturalist.org/observations/47417029		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/47550386	refute												https://www.inaturalist.org/observations/47550386		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/47551082	refute												https://www.inaturalist.org/observations/47551082		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/47596266	refute												https://www.inaturalist.org/observations/47596266		https://en.wiktionary.org/wiki/refute
		Adalia bipunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/47596269	refute												https://www.inaturalist.org/observations/47596269		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/47661517	refute												https://www.inaturalist.org/observations/47661517		https://en.wiktionary.org/wiki/refute
		Saperda scalaris							http://purl.obolibrary.org/obo/RO_0002470	eats			Salix				https://www.inaturalist.org/observations/48108743	refute												https://www.inaturalist.org/observations/48108743		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48108745	refute												https://www.inaturalist.org/observations/48108745		https://en.wiktionary.org/wiki/refute
		Calamobius filum							http://purl.obolibrary.org/obo/RO_0002470	eats			Arrhenatherum elatius				https://www.inaturalist.org/observations/48170281	refute												https://www.inaturalist.org/observations/48170281		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48174172	refute												https://www.inaturalist.org/observations/48174172		https://en.wiktionary.org/wiki/refute
		Calamobius filum							http://purl.obolibrary.org/obo/RO_0002470	eats			Arrhenatherum elatius				https://www.inaturalist.org/observations/48174518	refute												https://www.inaturalist.org/observations/48174518		https://en.wiktionary.org/wiki/refute
		Adalia bipunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48309018	refute												https://www.inaturalist.org/observations/48309018		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Cornus sanguinea				https://www.inaturalist.org/observations/48311371	refute												https://www.inaturalist.org/observations/48311371		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Cedrus libani				https://www.inaturalist.org/observations/48311444	refute												https://www.inaturalist.org/observations/48311444		https://en.wiktionary.org/wiki/refute
		Calamobius filum							http://purl.obolibrary.org/obo/RO_0002470	eats			Arrhenatherum elatius				https://www.inaturalist.org/observations/48312251	refute												https://www.inaturalist.org/observations/48312251		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Echium vulgare				https://www.inaturalist.org/observations/48312252	refute												https://www.inaturalist.org/observations/48312252		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48312256	refute												https://www.inaturalist.org/observations/48312256		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Cornus sanguinea				https://www.inaturalist.org/observations/48314154	refute												https://www.inaturalist.org/observations/48314154		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002470	eats			Chaerophyllum temulum				https://www.inaturalist.org/observations/48314156	refute												https://www.inaturalist.org/observations/48314156		https://en.wiktionary.org/wiki/refute
		Pachytodes cerambyciformis							http://purl.obolibrary.org/obo/RO_0002470	eats			Chaerophyllum temulum				https://www.inaturalist.org/observations/48314158	refute												https://www.inaturalist.org/observations/48314158		https://en.wiktionary.org/wiki/refute
		Clytus arietis							http://purl.obolibrary.org/obo/RO_0002470	eats			Dactylis glomerata				https://www.inaturalist.org/observations/48314165	refute												https://www.inaturalist.org/observations/48314165		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002470	eats			Cornus sanguinea				https://www.inaturalist.org/observations/48315481	refute												https://www.inaturalist.org/observations/48315481		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48318406	refute												https://www.inaturalist.org/observations/48318406		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus sylvestris				https://www.inaturalist.org/observations/48324203	refute												https://www.inaturalist.org/observations/48324203		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002470	eats			Pinus sylvestris				https://www.inaturalist.org/observations/48324206	refute												https://www.inaturalist.org/observations/48324206		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002470	eats			Echium vulgare				https://www.inaturalist.org/observations/48324226	refute												https://www.inaturalist.org/observations/48324226		https://en.wiktionary.org/wiki/refute
		Pseudovadonia livida							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/48324229	refute												https://www.inaturalist.org/observations/48324229		https://en.wiktionary.org/wiki/refute
		Cantharis livida							http://purl.obolibrary.org/obo/RO_0002470	eats			Crataegus monogyna				https://www.inaturalist.org/observations/48325593	refute												https://www.inaturalist.org/observations/48325593		https://en.wiktionary.org/wiki/refute
		Grammoptera ruficornis							http://purl.obolibrary.org/obo/RO_0002470	eats			Rosa				https://www.inaturalist.org/observations/48325595	refute												https://www.inaturalist.org/observations/48325595		https://en.wiktionary.org/wiki/refute
		Subcoccinella vigintiquatuorpunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Dianthus carthusianorum				https://www.inaturalist.org/observations/48325643	refute												https://www.inaturalist.org/observations/48325643		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Echium vulgare				https://www.inaturalist.org/observations/48328646	refute												https://www.inaturalist.org/observations/48328646		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48332537	refute												https://www.inaturalist.org/observations/48332537		https://en.wiktionary.org/wiki/refute
